batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend
BAT00375,2023-05-22,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.94,4.33,28.4,1.75,True,False,stable
BAT01151,2023-05-23,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.34,1.27,29.0,1.68,True,True,stable
BAT01152,2023-05-24,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.68,1.51,31.8,2.15,True,True,stable
BAT01133,2023-05-25,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.76,1.43,27.4,0.99,True,True,stable
BAT01645,2023-05-25,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,93.74,3.19,32.1,1.73,True,False,stable
BAT01705,2023-05-25,DRG013,Omeprazole,SUP020,Teva API Israel,92.78,3.19,29.6,1.51,True,False,stable
BAT00584,2023-05-25,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,94.47,3.85,31.7,1.84,True,False,stable
BAT01797,2023-05-26,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,80.0,10.43,38.3,2.98,True,False,declining
BAT00191,2023-05-27,DRG005,Glimepiride,SUP002,Cipla Chemical Works,89.9,4.87,32.0,1.28,True,False,stable
BAT00065,2023-05-27,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,89.03,5.65,37.1,1.76,True,False,stable
BAT01732,2023-05-27,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,86.58,6.74,34.0,1.87,True,False,stable
BAT00465,2023-05-28,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,80.0,11.21,44.0,2.77,True,False,declining
BAT00143,2023-05-28,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,88.16,6.36,33.2,2.1,True,False,stable
BAT01939,2023-05-29,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,87.8,5.37,33.7,1.63,True,False,stable
BAT01825,2023-05-29,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,95.27,2.14,29.6,1.53,True,True,stable
BAT01826,2023-05-29,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,96.38,2.01,32.3,1.33,True,True,stable
BAT01509,2023-05-30,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,98.7,1.28,32.5,1.74,True,True,stable
BAT00314,2023-05-30,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,91.99,4.73,33.3,2.08,True,False,stable
BAT01153,2023-05-30,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.35,0.63,30.0,1.62,True,True,stable
BAT01475,2023-05-31,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,91.05,3.96,36.8,1.48,True,False,stable
BAT00760,2023-05-31,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,84.26,8.39,31.3,2.2,True,False,stable
BAT00178,2023-06-02,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,90.5,4.85,28.5,1.89,True,False,stable
BAT00443,2023-06-02,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,80.0,11.22,46.8,2.93,True,False,declining
BAT00066,2023-06-02,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,88.56,5.73,31.6,1.46,True,False,stable
BAT00400,2023-06-03,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,89.77,4.94,32.3,1.63,True,False,stable
BAT01924,2023-06-03,DRG006,Ibuprofen,SUP025,Lupin API Division,86.46,5.04,31.8,1.53,True,False,stable
BAT01798,2023-06-04,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,80.0,10.43,48.3,2.58,True,False,declining
BAT01062,2023-06-04,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.8,9.33,35.6,1.45,True,False,stable
BAT00920,2023-06-06,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,84.26,7.62,33.4,1.28,True,False,stable
BAT01476,2023-06-06,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,91.39,4.87,30.7,1.29,True,False,stable
BAT00608,2023-06-06,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.02,3.9,39.5,2.4,True,False,stable
BAT01335,2023-06-07,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,93.18,3.04,34.3,0.88,True,False,stable
BAT00144,2023-06-07,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,88.78,6.51,36.4,1.69,True,False,stable
BAT01063,2023-06-07,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.63,9.25,34.9,1.57,True,False,stable
BAT00334,2023-06-07,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.01,4.26,30.8,1.88,True,False,stable
BAT00015,2023-06-07,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,87.35,6.25,28.9,1.83,True,False,stable
BAT01753,2023-06-10,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,88.26,6.18,38.9,2.25,True,False,stable
BAT01111,2023-06-11,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,95.86,1.7,29.7,1.68,True,True,stable
BAT01528,2023-06-13,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.32,1.48,35.5,2.21,True,True,stable
BAT00165,2023-06-13,DRG001,Lisinopril,SUP002,Cipla Chemical Works,89.65,4.89,37.3,1.71,True,False,stable
BAT01274,2023-06-14,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,95.8,2.67,31.7,1.59,True,True,stable
BAT00086,2023-06-14,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,87.48,6.12,35.4,1.83,True,False,stable
BAT00179,2023-06-15,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,89.59,4.67,37.0,1.69,True,False,stable
BAT00708,2023-06-16,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.24,8.85,31.6,1.86,True,False,stable
BAT00263,2023-06-16,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.76,4.43,35.0,1.77,True,False,stable
BAT00939,2023-06-17,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.35,7.96,36.3,2.41,True,False,stable
BAT00016,2023-06-17,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,87.12,5.95,32.0,2.0,True,False,stable
BAT00689,2023-06-18,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.18,8.19,38.9,1.86,True,False,stable
BAT00401,2023-06-18,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.31,4.46,32.2,2.27,True,False,stable
BAT01324,2023-06-20,DRG005,Glimepiride,SUP014,Euroapi France,93.94,2.75,36.7,1.44,True,False,stable
BAT01197,2023-06-20,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,96.06,1.6,30.3,1.33,True,True,stable
BAT00087,2023-06-20,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,88.74,6.07,35.7,1.74,True,False,stable
BAT01967,2023-06-20,DRG018,Cetirizine HCl,SUP025,Lupin API Division,88.95,5.39,35.6,2.06,True,False,stable
BAT01025,2023-06-20,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.6,9.33,38.3,1.46,True,False,stable
BAT00585,2023-06-21,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,93.63,3.29,37.4,1.0,True,False,stable
BAT01646,2023-06-22,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.84,3.32,30.1,0.82,True,False,stable
BAT00609,2023-06-22,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.87,3.06,33.1,1.48,True,False,stable
BAT01685,2023-06-22,DRG009,Azithromycin,SUP020,Teva API Israel,93.4,2.94,34.3,1.4,True,False,stable
BAT01566,2023-06-23,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,98.38,1.57,34.6,1.05,True,True,stable
BAT01336,2023-06-23,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,93.55,2.96,30.1,1.43,True,False,stable
BAT01384,2023-06-24,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,89.15,4.32,33.2,2.07,True,False,stable
BAT00940,2023-06-24,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.31,7.71,29.4,1.47,True,False,stable
BAT01879,2023-06-24,DRG001,Lisinopril,SUP025,Lupin API Division,90.17,5.82,35.5,1.71,True,False,stable
BAT01399,2023-06-25,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.4,4.45,33.0,1.43,True,False,stable
BAT01880,2023-06-25,DRG001,Lisinopril,SUP025,Lupin API Division,91.48,5.64,31.0,2.17,True,False,stable
BAT00527,2023-06-26,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.24,3.2,36.3,1.96,True,False,stable
BAT00941,2023-06-26,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.68,8.13,34.1,1.52,True,False,stable
BAT00123,2023-06-26,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,87.84,5.93,37.1,1.96,True,False,stable
BAT01810,2023-06-27,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,97.37,1.9,35.7,2.01,True,True,stable
BAT00620,2023-06-28,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,92.62,3.98,30.0,1.31,True,False,stable
BAT01773,2023-06-28,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,86.6,6.86,34.0,2.0,True,False,stable
BAT01529,2023-06-28,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,98.33,1.27,30.9,1.22,True,True,stable
BAT01003,2023-06-30,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,83.68,8.18,37.4,1.75,True,False,stable
BAT00402,2023-06-30,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,90.91,4.96,37.1,1.26,True,False,stable
BAT01400,2023-07-01,DRG004,Metformin HCl,SUP015,Polpharma API Poland,91.27,4.38,30.6,1.68,True,False,stable
BAT01581,2023-07-03,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,97.11,1.37,27.8,1.92,True,True,stable
BAT01799,2023-07-03,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,80.03,10.77,43.9,3.01,True,False,declining
BAT01179,2023-07-04,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.43,1.5,29.5,1.37,True,True,stable
BAT01856,2023-07-04,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,93.75,2.91,30.5,1.87,True,False,stable
BAT01733,2023-07-04,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,88.13,6.67,35.9,2.23,True,False,stable
BAT01325,2023-07-05,DRG005,Glimepiride,SUP014,Euroapi France,95.06,2.71,27.4,1.57,True,True,stable
BAT00513,2023-07-05,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,94.06,3.26,32.2,1.85,True,False,stable
BAT01906,2023-07-05,DRG004,Metformin HCl,SUP025,Lupin API Division,87.73,5.39,34.9,1.71,True,False,stable
BAT00660,2023-07-06,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,83.12,8.49,33.5,2.25,True,False,stable
BAT00052,2023-07-07,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,87.2,6.19,35.7,1.79,True,False,stable
BAT01134,2023-07-08,DRG005,Glimepiride,SUP010,Novartis API GmbH,95.4,1.34,33.9,2.18,True,True,stable
BAT00430,2023-07-08,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,80.0,10.98,43.0,2.79,True,False,declining
BAT00335,2023-07-08,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,92.08,4.39,24.7,0.88,True,False,stable
BAT00621,2023-07-09,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,92.78,3.57,26.9,1.38,True,False,stable
BAT00906,2023-07-10,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,84.37,8.47,34.2,1.85,True,False,stable
BAT01666,2023-07-10,DRG005,Glimepiride,SUP020,Teva API Israel,95.39,3.7,33.5,1.47,True,False,stable
BAT01734,2023-07-10,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,86.7,6.18,39.6,1.38,True,False,stable
BAT00642,2023-07-12,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.14,3.2,29.0,1.45,True,False,stable
BAT00586,2023-07-12,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.68,3.69,34.6,1.63,True,False,stable
BAT00354,2023-07-13,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,90.86,4.41,31.3,1.82,True,False,stable
BAT01722,2023-07-13,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.89,3.37,34.4,2.02,True,False,stable
BAT01754,2023-07-14,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,86.3,6.9,36.2,1.39,True,False,stable
BAT00264,2023-07-17,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.72,4.98,36.7,1.66,True,False,stable
BAT00376,2023-07-17,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.6,4.3,32.5,1.87,True,False,stable
BAT01619,2023-07-18,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,94.87,2.82,31.5,1.24,True,False,stable
BAT01827,2023-07-18,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,94.47,2.1,31.8,1.54,True,False,stable
BAT00276,2023-07-18,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,89.62,4.67,35.3,1.24,True,False,stable
BAT01369,2023-07-19,DRG001,Lisinopril,SUP015,Polpharma API Poland,91.93,3.92,35.1,1.13,True,False,stable
BAT01510,2023-07-19,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.66,0.92,29.8,1.61,True,True,stable
BAT01247,2023-07-19,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,94.09,2.19,36.3,1.66,True,False,stable
BAT00315,2023-07-20,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,89.89,5.02,32.2,1.83,True,False,stable
BAT01667,2023-07-20,DRG005,Glimepiride,SUP020,Teva API Israel,93.58,3.64,33.2,1.87,True,False,stable
BAT00299,2023-07-20,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.74,4.46,39.5,1.46,True,False,stable
BAT01789,2023-07-21,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,80.37,10.86,46.6,2.87,True,False,declining
BAT01686,2023-07-23,DRG009,Azithromycin,SUP020,Teva API Israel,92.34,3.83,32.5,1.87,True,False,stable
BAT01755,2023-07-23,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,87.48,6.43,35.3,1.62,True,False,stable
BAT01401,2023-07-23,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.2,4.46,27.5,2.01,True,False,stable
BAT01209,2023-07-23,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.29,1.71,29.8,1.49,True,True,stable
BAT00673,2023-07-23,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,84.73,8.28,35.0,1.96,True,False,stable
BAT00709,2023-07-24,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.37,8.48,32.8,1.41,True,False,stable
BAT00921,2023-07-25,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,84.26,8.26,43.0,1.43,True,False,stable
BAT01706,2023-07-25,DRG013,Omeprazole,SUP020,Teva API Israel,93.02,3.75,31.4,1.84,True,False,stable
BAT00104,2023-07-25,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,87.83,6.33,35.1,1.56,True,False,stable
BAT00124,2023-07-26,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.58,5.88,37.1,1.9,True,False,stable
BAT01154,2023-07-27,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.15,1.53,29.1,1.35,True,True,stable
BAT00783,2023-07-29,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,82.74,8.42,39.2,1.85,True,False,stable
BAT01800,2023-07-30,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,80.0,10.7,45.6,3.3,True,False,declining
BAT01180,2023-07-30,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.23,1.08,34.8,1.76,True,True,stable
BAT01550,2023-07-31,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,97.59,1.21,30.3,1.31,True,True,stable
BAT00466,2023-08-02,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,80.0,11.42,45.4,2.83,True,False,declining
BAT00033,2023-08-02,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,87.64,6.64,34.2,1.77,True,False,stable
BAT00528,2023-08-03,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,92.22,3.31,36.7,2.24,True,False,stable
BAT00819,2023-08-03,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,14.07,50.6,3.55,True,False,declining
BAT00034,2023-08-04,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,88.14,6.92,34.7,1.71,True,False,stable
BAT00529,2023-08-05,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,92.19,3.27,30.9,1.37,True,False,stable
BAT01248,2023-08-07,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,95.73,1.71,29.6,1.87,True,True,stable
BAT01925,2023-08-07,DRG006,Ibuprofen,SUP025,Lupin API Division,88.42,5.58,34.8,1.66,True,False,stable
BAT00610,2023-08-08,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.04,3.32,32.7,1.19,True,False,stable
BAT00035,2023-08-10,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,86.64,5.75,32.6,1.75,True,False,stable
BAT00836,2023-08-10,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,14.08,44.9,2.66,True,False,declining
BAT00796,2023-08-11,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,83.3,8.44,37.6,1.9,True,False,stable
BAT00246,2023-08-12,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,88.63,4.89,34.3,1.94,True,False,stable
BAT00611,2023-08-12,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,90.98,3.53,35.7,1.48,True,False,stable
BAT01530,2023-08-12,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.88,1.17,28.9,2.01,True,True,stable
BAT00981,2023-08-13,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,84.29,8.24,40.3,1.45,True,False,stable
BAT01811,2023-08-13,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,95.13,1.61,33.3,1.78,True,True,stable
BAT00180,2023-08-13,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,89.84,4.66,39.5,1.82,True,False,stable
BAT01790,2023-08-13,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,80.05,11.31,46.2,3.02,True,False,declining
BAT01940,2023-08-13,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,89.6,5.13,37.0,1.64,True,False,stable
BAT01181,2023-08-14,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.27,1.71,25.8,1.67,True,True,stable
BAT01801,2023-08-18,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,80.64,11.12,44.7,3.21,True,False,declining
BAT00622,2023-08-18,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,92.61,3.89,31.2,1.42,True,False,stable
BAT00088,2023-08-18,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,88.41,6.34,39.6,1.91,True,False,stable
BAT01026,2023-08-18,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.84,9.04,31.3,1.89,True,False,stable
BAT00884,2023-08-19,DRG001,Lisinopril,SUP008,CSPC Pharma Intermediates,83.97,8.37,34.6,2.09,True,False,stable
BAT00300,2023-08-19,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.86,5.04,33.1,1.73,True,False,stable
BAT01647,2023-08-19,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.8,3.49,30.8,1.25,True,False,stable
BAT01080,2023-08-19,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,81.03,9.56,38.9,1.71,True,False,stable
BAT01628,2023-08-19,DRG001,Lisinopril,SUP020,Teva API Israel,91.71,3.31,37.1,1.85,True,False,stable
BAT01881,2023-08-19,DRG001,Lisinopril,SUP025,Lupin API Division,88.57,5.5,38.4,1.18,True,False,stable
BAT00761,2023-08-20,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.58,8.74,39.6,1.96,True,False,stable
BAT01155,2023-08-21,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.07,1.37,28.9,1.48,True,True,stable
BAT01428,2023-08-21,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.84,4.06,40.5,1.42,True,False,stable
BAT00211,2023-08-21,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,90.39,4.8,32.9,1.84,True,False,stable
BAT00181,2023-08-21,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,91.24,4.93,34.3,1.76,True,False,stable
BAT01791,2023-08-22,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,80.0,10.95,45.1,2.93,False,False,declining
BAT01774,2023-08-22,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,86.14,6.68,38.6,1.96,True,False,stable
BAT01004,2023-08-22,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.17,8.08,35.7,2.09,True,False,stable
BAT01064,2023-08-22,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.24,9.44,33.6,1.84,True,False,stable
BAT01582,2023-08-23,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,97.42,1.55,30.7,0.81,True,True,stable
BAT01950,2023-08-23,DRG013,Omeprazole,SUP025,Lupin API Division,89.39,6.01,39.4,1.44,True,False,stable
BAT00612,2023-08-25,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.08,3.8,35.5,1.7,True,False,stable
BAT00942,2023-08-26,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.68,7.43,34.5,1.53,True,False,stable
BAT00017,2023-08-26,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,88.46,5.31,35.3,1.48,False,False,stable
BAT01402,2023-08-27,DRG004,Metformin HCl,SUP015,Polpharma API Poland,92.47,4.11,31.8,1.96,True,False,stable
BAT00403,2023-08-28,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,90.92,4.38,36.8,1.78,True,False,stable
BAT01027,2023-08-28,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.7,9.1,42.2,1.73,True,False,stable
BAT01337,2023-08-28,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,93.73,3.5,28.6,1.46,True,False,stable
BAT01287,2023-08-29,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,97.69,1.08,33.4,1.33,True,True,stable
BAT01448,2023-08-30,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.61,4.6,32.2,1.73,True,False,stable
BAT01352,2023-08-30,DRG013,Omeprazole,SUP014,Euroapi France,93.84,3.16,33.8,1.71,True,False,stable
BAT00277,2023-08-30,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,89.35,5.04,30.8,2.17,True,False,stable
BAT01583,2023-08-30,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,97.69,1.39,32.6,1.83,True,True,stable
BAT01403,2023-08-31,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.86,4.2,30.2,1.1,True,False,stable
BAT01812,2023-08-31,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,94.89,1.87,26.0,1.33,True,False,stable
BAT00530,2023-09-01,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.45,3.8,35.3,1.58,True,False,stable
BAT00514,2023-09-01,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,92.14,4.06,32.7,1.42,True,False,stable
BAT01156,2023-09-01,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.6,1.41,31.7,1.48,True,True,stable
BAT01429,2023-09-02,DRG006,Ibuprofen,SUP015,Polpharma API Poland,92.02,4.34,36.7,2.02,True,False,stable
BAT00710,2023-09-02,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.74,8.81,39.2,1.68,True,False,stable
BAT00674,2023-09-03,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,83.07,8.5,33.9,1.27,True,False,stable
BAT01081,2023-09-03,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,80.0,9.34,33.9,1.94,True,False,stable
BAT01028,2023-09-04,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.96,9.19,41.5,1.8,True,False,stable
BAT00784,2023-09-05,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,81.86,8.51,38.9,2.16,True,False,stable
BAT01157,2023-09-05,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.21,1.58,32.4,1.15,True,True,stable
BAT00564,2023-09-06,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,92.7,3.51,30.7,1.8,True,False,stable
BAT00869,2023-09-07,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,14.03,48.9,2.95,True,False,declining
BAT01353,2023-09-08,DRG013,Omeprazole,SUP014,Euroapi France,94.12,3.18,29.8,1.83,True,False,stable
BAT01005,2023-09-08,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,82.87,8.08,34.6,1.68,True,False,stable
BAT00643,2023-09-08,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.96,3.3,40.6,1.36,True,False,stable
BAT01584,2023-09-08,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,97.69,1.6,26.5,1.66,True,True,stable
BAT00265,2023-09-09,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.25,4.94,38.7,2.02,True,False,stable
BAT00247,2023-09-10,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,90.11,4.42,41.3,1.95,True,False,stable
BAT00762,2023-09-10,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.44,8.3,36.1,2.03,True,False,stable
BAT00837,2023-09-11,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,13.87,48.5,3.09,True,False,declining
BAT01828,2023-09-11,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,94.38,2.12,31.1,1.75,True,False,stable
BAT01221,2023-09-12,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,96.48,1.81,32.3,1.58,True,True,stable
BAT00301,2023-09-13,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,91.08,4.55,29.4,1.53,True,False,stable
BAT00870,2023-09-13,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,13.74,50.8,3.28,True,False,declining
BAT00820,2023-09-14,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,14.48,49.9,3.22,True,False,declining
BAT01813,2023-09-15,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,95.4,1.64,37.3,1.48,True,True,stable
